序号,名称（备注形式）,规格,材质,侧板厚度mm,"底板/横档厚度mm
mm",盖板厚度mm,数量,单位,本体单价（含税）,盖板单价（含税）,"本体及盖板合价
（含税）","合计
（含税）",品牌,执行标准（投标单位自填）,备注
83,热浸镀锌防火防水桥架200×100,200×100,钢制,1.2,1.2,1,95,m,43.2,19.8,63,5985,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
84,热浸镀锌防火防水桥架300×100,300×100,钢制,2,2,1.2,41,m,74.6,30.6,105.19999999999999,4313.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
85,热浸镀锌防火防水桥架400×100,400×100,钢制,2,2,1.2,28,m,89.30000000000001,40.5,129.8,3634.4000000000005,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
86,热浸镀锌竖井桥架100*100,100*100,钢制,1.2,1.2,1,26,m,32.5,9.9,42.4,1102.3999999999999,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
87,热浸镀锌竖井桥架150*150,150*150,钢制,1.2,1.2,1,428,m,48.2,13.5,61.7,26407.600000000002,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
88,热浸镀锌竖井桥架200*100,200*100,钢制,1.2,1.2,1,12,m,45.2,18,63.2,758.4000000000001,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
89,热浸镀锌竖井桥架300*150,300*150,钢制,2,2,1.2,519,m,89.5,27.9,117.4,60930.600000000006,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
90,热浸镀锌竖井桥架300*200,300*200,钢制,2,2,1.2,299,m,102.30000000000001,27.9,130.20000000000002,38929.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
91,托盘式热镀锌防火桥架1000*200,1000*200,钢制,3,3,1.5,2,m,209.39999999999998,78,287.4,574.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
92,托盘式热镀锌防火桥架800*200,800*200,钢制,3,3,1.5,2,m,177,62,239,478,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
93,托盘式热镀锌防火桥架800*150,800*150,钢制,3,3,1.5,2,m,162.2,62,224.2,448.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
94,托盘式热镀锌防火桥架600*150,600*150,钢制,3,3,1.5,2,m,133.7,47,180.7,361.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
95,托盘式热镀锌防火桥架500*150,500*150,钢制,3,3,1.5,2,m,104.19999999999999,40,144.2,288.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
96,托盘式热镀锌防火桥架400*150,400*150,钢制,2,2,1.2,2,m,70.8,26,96.8,193.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
97,托盘式热镀锌防火桥架300*150,300*150,钢制,2,2,1.2,2,m,61,20,81,162,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
98,托盘式热镀锌防火桥架300*100,300*100,钢制,2,2,1.2,2,m,51.099999999999994,20,71.1,142.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
99,托盘式热镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,24.5,12,36.5,73,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
100,热镀锌防火桥架400*150,400*150,钢制,2,2,1.2,2,m,70.8,26,96.8,193.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
101,热镀锌防火桥架400*100,400*100,钢制,2,2,1.2,2,m,60.900000000000006,26,86.9,173.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
102,热镀锌防火桥架300*150,300*150,钢制,2,2,1.2,2,m,61,20,81,162,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
103,热镀锌防火桥架300*100,300*100,钢制,2,2,1.2,2,m,51.099999999999994,20,71.1,142.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
104,热镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,24.5,12,36.5,73,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
105,热镀锌防火梯式桥架1000*200,1000*200,钢制,3,3,1.5,2,m,108.6,78,186.6,373.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
106,热镀锌防火梯式桥架400*150,400*150,钢制,2,2,1.2,2,m,49.099999999999994,26,75.1,150.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
107,热镀锌防火桥架100*50,100*50,钢制,1.2,1.2,1,2,m,12.8,6.3,19.1,38.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
108,热镀锌桥架100*50,100*50,钢制,1.2,1.2,1,2,m,11.100000000000001,5.5,16.6,33.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
109,热镀镀锌桥架100*70,100*70,钢制,1.2,1.2,1,2,m,13.3,5.5,18.8,37.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
110,热镀镀锌桥架100*100,100*100,钢制,1.2,1.2,1,2,m,16.7,5.5,22.2,44.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
111,热镀镀锌桥架150*150,150*150,钢制,1.2,1.2,1,2,m,24.6,8,32.6,65.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
112,热镀镀锌桥架200*100,200*100,钢制,1.2,1.2,1,2,m,21.6,10,31.6,63.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
113,热镀镀锌桥架300*75,300*75,钢制,2,2,1.2,2,m,40.3,17,57.3,114.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
114,热镀镀锌桥架300*100,300*100,钢制,2,2,1.2,2,m,45.2,17,62.2,124.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
115,热镀镀锌桥架300*150,300*150,钢制,2,2,1.2,2,m,54.099999999999994,17,71.1,142.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
116,热镀镀锌桥架300*200,300*200,钢制,2,2,1.2,2,m,62,17,79,158,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
117,热镀镀锌桥架400*100,400*100,钢制,2,2,1.2,2,m,54,23,77,154,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
118,热镀镀锌桥架400*150,400*150,钢制,2,2,1.2,2,m,61.900000000000006,23,84.9,169.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
119,热镀镀锌桥架600*150,600*150,钢制,3,3,1.5,2,m,117,42,159,318,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
120,托盘式热浸镀锌桥架1000*200,1000*200,钢制,2.2,2.2,2,2,m,107.9,138,245.9,491.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
121,托盘式热浸镀锌桥架800*200,800*200,钢制,2,2,1.5,2,m,158.8,93,251.8,503.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
122,托盘式热浸镀锌桥架800*150,800*150,钢制,2,2,1.5,2,m,146,93,239,478,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
123,托盘式热浸镀锌桥架600*200,600*200,钢制,2,2,1.5,2,m,136,69,205,410,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
124,托盘式热浸镀锌桥架600*150,600*150,钢制,2,2,1.5,2,m,119.6,69,188.6,377.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
125,托盘式热浸镀锌桥架500*150,500*150,钢制,1.5,1.5,1.2,2,m,88.30000000000001,50,138.3,276.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
126,托盘式热浸镀锌桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,77.5,41,118.5,237,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
127,托盘式热浸镀锌桥架300*150,300*150,钢制,1.2,1.2,1,2,m,57.900000000000006,28,85.9,171.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
128,托盘式热浸镀锌桥架300*100,300*100,钢制,1.2,1.2,1,2,m,52,28,80,160,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
129,托盘式热浸镀锌桥架200*100,200*100,钢制,1.2,1.2,1,2,m,39.3,20,59.3,118.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
130,托盘式热浸镀锌防火桥架1000*200,1000*200,钢制,2,2,1.5,2,m,206.8,126,332.8,665.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
131,托盘式热浸镀锌防火桥架800*200,800*200,钢制,2,2,1.5,2,m,-25,102,77,154,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
132,托盘式热浸镀锌防火桥架800*150,800*150,钢制,2,2,1.5,2,m,-17.099999999999994,102,84.9,169.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
133,托盘式热浸镀锌防火桥架600*150,600*150,钢制,2,2,1.5,2,m,131.4,76,207.4,414.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
134,托盘式热浸镀锌防火桥架500*150,500*150,钢制,1.5,1.5,1.2,2,m,97.1,55,152.1,304.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
135,托盘式热浸镀锌防火桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,85.4,45,130.4,260.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
136,托盘式热浸镀锌防火桥架300*150,300*150,钢制,1.2,1.2,1,2,m,63.8,31,94.8,189.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
137,托盘式热浸镀锌防火桥架300*100,300*100,钢制,1.2,1.2,1,2,m,56.900000000000006,31,87.9,175.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
138,托盘式热浸镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,43.2,22,65.2,130.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
139,热浸镀锌桥架100*50,100*50,钢制,1,1,1,2,m,17.6,11,28.6,57.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
140,热浸镀锌桥架100*70,100*70,钢制,1,1,1,2,m,21.6,11,32.6,65.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
141,热浸镀锌桥架100*100,100*100,钢制,1,1,1,2,m,26.5,11,37.5,75,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
142,热浸镀锌桥架150*150,150*150,钢制,1,1,1,2,m,39.3,15,54.3,108.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
143,热浸镀锌桥架200*100,200*100,钢制,1.2,1.2,1,2,m,39.3,20,59.3,118.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
144,热浸镀锌桥架300*75,300*75,钢制,1.2,1.2,1,2,m,43.099999999999994,28,71.1,142.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
145,热浸镀锌桥架300*100,300*100,钢制,1.2,1.2,1,2,m,48,28,76,152,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
146,热浸镀锌桥架300*150,300*150,钢制,1.2,1.2,1,2,m,57.900000000000006,28,85.9,171.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
147,热浸镀锌桥架300*200,300*200,钢制,1.2,1.2,1,2,m,66.8,28,94.8,189.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
148,热浸镀锌桥架400*100,400*100,钢制,1.5,1.5,1.2,2,m,66.6,41,107.6,215.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
149,热浸镀锌桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,77.5,41,118.5,237,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
150,热浸镀锌桥架600*150,600*150,钢制,2,2,1.5,2,m,119.6,69,188.6,377.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
151,热浸镀锌防火桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,85.4,45,130.4,260.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
152,热浸镀锌防火桥架400*100,400*100,钢制,1.5,1.5,1.2,2,m,73.5,45,118.5,237,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
153,热浸镀锌防火桥架300*150,300*150,钢制,1.2,1.2,1,2,m,63.8,31,94.8,189.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
154,热浸镀锌防火桥架300*100,300*100,钢制,1.2,1.2,1,2,m,52.900000000000006,31,83.9,167.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
155,热浸镀锌防火桥架200*100,200*100,钢制,1.2,1.2,1,2,m,43.2,22,65.2,130.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
156,热浸镀锌梯式桥架1000*200,1000*200,钢制,2.2,2.2,2,2,m,115.80000000000001,138,253.8,507.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
157,热浸镀锌梯式桥架800*200,800*200,钢制,2,2,1.5,2,m,97.6,91,188.6,377.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
158,热浸镀锌梯式桥架800*150,800*150,钢制,2,2,1.5,2,m,67,91,158,316,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
159,热浸镀锌梯式桥架600*150,600*150,钢制,2,2,1.5,2,m,72.19999999999999,69,141.2,282.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
160,热浸镀锌梯式桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,52.8,41,93.8,187.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
161,热浸镀锌梯式桥架300*100,300*100,钢制,1.2,1.2,1,2,m,33.2,28,61.2,122.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
162,热浸镀锌梯式桥架200*100,200*100,钢制,1.2,1.2,1,2,m,30.4,20,50.4,100.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
163,热浸镀锌防火梯式桥架1000*200,1000*200,钢制,2.2,2.2,2,2,m,127.5,149,276.5,553,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
164,热浸镀锌防火梯式桥架400*150,400*150,钢制,1.5,1.5,1.2,2,m,57.7,45,102.7,205.4,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
165,热浸镀锌防水桥架200×100,200×100,钢制,1.2,1.2,1,2,m,39.3,20,59.3,118.6,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
166,热浸镀锌防水桥架300*100,300*100,钢制,1.2,1.2,1,2,m,48,28,76,152,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
167,热浸镀锌防水桥架300*150,300*150,钢制,1.2,1.2,1,2,m,57.900000000000006,28,85.9,171.8,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
168,热浸镀锌防水桥架400×150,400×150,钢制,1.5,1.5,1.2,2,m,77.5,41,118.5,237,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
169,热浸镀锌防水桥架600×150,600×150,钢制,2,2,1.5,2,m,119.6,69,188.6,377.2,天源华威,国家标准,"2025.6.18，(1)预付款无；
(2)货到现场验收合格三个月内支付到货款的75%;
(3)竣工验收后付到货款的85%;
(4)结算完成并移交档案资料且通过档案验收后付至结算金额的97%。"
