序号,名称,型号,规格,镀锌钢板/不锈钢板厚度（参照技规）,数量,单位,含税单价（13%）,价税合计,品牌,备注
200,单层格栅风口,AV,250*160,铝合金,1,只,67,67,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
201,单层格栅风口,AV,300*150,铝合金,8,只,70,560,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
202,单层格栅风口,AV,300*200,铝合金,4,只,75,300,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
203,单层格栅风口,AV,300*400,铝合金,2,只,97,194,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
204,单层格栅风口,AV,300*500,铝合金,1,只,108,108,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
205,单层格栅风口,AV,350*200,铝合金,1,只,79,79,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
206,单层格栅风口,AV,350*250,铝合金,6,只,85,510,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
207,单层格栅风口,AV,400*1050,铝合金,1,只,211,211,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
208,单层格栅风口,AV,400*200,铝合金,6,只,82,492,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
209,单层格栅风口,AV,400*250,铝合金,24,只,90,2160,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
210,单层格栅风口,AV,400*300,铝合金,2,只,97,194,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
211,单层格栅风口,AV,400*500,铝合金,26,只,128,3328,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
212,单层格栅风口,AV,400*600,铝合金,19,只,143,2717,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
213,单层格栅风口,AV,400*700,铝合金,2,只,158,316,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
214,单层格栅风口,AV,450*1200,铝合金,3,只,257,771,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
215,单层格栅风口,AV,5000*400,铝合金,1,只,809,809,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
216,单层格栅风口,AV,5000*1200,铝合金,2,只,2374,4748,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
217,单层格栅风口,AV,500*200,铝合金,5,只,90,450,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
218,单层格栅风口,AV,500*500,铝合金,16,只,147,2352,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
219,单层格栅风口,AV,500*600,铝合金,12,只,166,1992,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
220,单层格栅风口,AV,500*700,铝合金,12,只,185,2220,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
221,单层格栅风口,AV,550*1000,铝合金,1,只,260,260,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
222,单层格栅风口,AV,600*1200,铝合金,3,只,324,972,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
223,单层格栅风口,AV,600*1600,铝合金,1,只,415,415,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
224,单层格栅风口,AV,600*300,铝合金,2,只,121,242,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
225,单层格栅风口,AV,600*400,铝合金,4,只,143,572,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
226,单层格栅风口,AV,700*600,铝合金,2,只,212,424,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
227,单层格栅风口,AV,800*1200,铝合金,2,只,415,830,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
228,单层格栅风口,AV,800*500,铝合金,141,只,203,28623,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
229,单层格栅风口带阀,AV/D,150*250,铝合金,2,只,71,142,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
230,单层格栅风口带阀,AV/D,1000*1500,铝合金,1,只,732,732,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
231,单层格栅风口带阀,AV/D,120*200,铝合金,44,只,65,2860,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
232,正压送风口,GP,1200*（500+250）,铝合金+镀锌板,3,只,1104,3312,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
233,正压送风口,GP,2500*3000,铝合金+镀锌板,1,只,7983,7983,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
234,正压送风口,GP,450*（1300+250）,铝合金+镀锌板,2,只,1637,3274,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
235,正压送风口,GP,500*（1200+250）,铝合金+镀锌板,5,只,1308,6540,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
236,正压送风口,GP,600*（2450+250）,铝合金+镀锌板,1,只,2896,2896,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
237,正压送风口,GP,700*（800+250）,铝合金+镀锌板,13,只,1310,17030,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
238,正压送风口,GP,800*（800+250）,铝合金+镀锌板,1,只,1418,1418,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
239,单层格栅风口,AV,1000*500,铝合金,15,只,161,2415,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
240,单层格栅风口,AV,100*100,铝合金,15,只,38,570,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
241,单层格栅风口,AV,1200*1200,铝合金,60,只,399,23940,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
242,单层格栅风口,AV,1200*400,铝合金,12,只,155,1860,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
243,单层格栅风口,AV,1225*500,铝合金,15,只,189,2835,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
244,单层格栅风口,AV,150*150,铝合金,15,只,40,600,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
245,单层格栅风口,AV,150*200,铝合金,44,只,41,1804,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
246,单层格栅风口,AV,150*300,铝合金,15,只,46,690,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
247,单层格栅风口,AV,1600*150,铝合金,60,只,95,5700,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
248,单层格栅风口,AV,160*400,铝合金,66,只,51,3366,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
249,单层格栅风口,AV,300*120,铝合金,15,只,44,660,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
250,单层格栅风口,AV,400*500,铝合金,16,只,85,1360,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
251,单层格栅风口,AV,400*600,铝合金,44,只,95,4180,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
252,单层格栅风口,AV,450*1200,铝合金,11,只,170,1870,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
253,单层格栅风口,AV,500*150,铝合金,56,只,54,3024,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
254,单层格栅风口,AV,550*1000,铝合金,11,只,173,1903,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
255,单层格栅风口,AV,600*250,铝合金,4,只,71,284,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
256,单层格栅风口,AV,800*400,铝合金,4,只,115,460,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
257,正压送风口,GP,450*(1300+250),铝合金+镀锌板,15,只,1637,24555,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
258,正压送风口,GP,700*(800+250),铝合金+镀锌板,15,只,1310,19650,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
259,单层格栅风口,AV,1000*1200,铝合金,45,只,337,15165,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
260,单层格栅风口,AV,1000*150,铝合金,8,只,71,568,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
261,单层格栅风口,AV,1000*600,铝合金,1,只,185,185,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
262,单层格栅风口,AV,100*100,铝合金,12,只,38,456,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
263,单层格栅风口,AV,1100*300,铝合金,24,只,118,2832,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
264,单层格栅风口,AV,1200*400,铝合金,1,只,155,155,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
265,单层格栅风口,AV,1200*800,铝合金,1,只,277,277,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
266,单层格栅风口,AV,120*200,铝合金,10,只,40,400,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
267,单层格栅风口,AV,1500*300,铝合金,24,只,149,3576,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
268,单层格栅风口,AV,1550*300,铝合金,23,只,152,3496,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
269,单层格栅风口,AV,160*150,铝合金,2,只,40,80,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
270,单层格栅风口,AV,160*400,铝合金,60,只,51,3060,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
271,单层格栅风口,AV,200*150,铝合金,22,只,41,902,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
272,单层格栅风口,AV,200*400,铝合金,10,只,56,560,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
273,单层格栅风口,AV,250*400,铝合金,1,只,59,59,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
274,单层格栅风口,AV,250*600,铝合金,1,只,71,71,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
275,单层格栅风口,AV,300*120,铝合金,12,只,44,528,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
276,单层格栅风口,AV,300*2000,铝合金,12,只,185,2220,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
277,单层格栅风口,AV,400*600,铝合金,48,只,95,4560,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
278,单层格栅风口,AV,450*1200,铝合金,10,只,170,1700,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
279,单层格栅风口,AV,500*150,铝合金,2,只,54,108,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
280,单层格栅风口,AV,500*500,铝合金,12,只,99,1188,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
281,单层格栅风口,AV,700*(800+250),铝合金,24,只,221,5304,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
282,单层格栅风口,AV,1000*1200,铝合金,12,只,337,4044,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
283,单层格栅风口,AV,1200*600,铝合金,6,只,216,1296,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
284,单层格栅风口,AV,120*160,铝合金,12,只,39,468,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
285,单层格栅风口,AV,120*200,铝合金,6,只,40,240,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
286,单层格栅风口,AV,160*400,铝合金,30,只,51,1530,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
287,单层格栅风口,AV,400*500,铝合金,12,只,85,1020,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
288,单层格栅风口,AV,500*500,铝合金,12,只,99,1188,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
289,单层格栅风口,AV,500*600,铝合金,24,只,111,2664,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
290,单层格栅风口,AV,600*1200,铝合金,6,只,216,1296,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
291,正压送风口,GP,500*(1200+250),铝合金+镀锌板,6,只,1308,7848,上海雨田,上海雨甜机电设备有限公司 无预付款；货到现场后二个月付至到货款的75%；工程竣工验收合格后付至到货款的80%；结算完成付至97%；质保金3%（竣工验收备案之日起3年后支付1%，4年后支付1%，7年后支付1%）
1,70°电动防火阀,BED,1250*630,0,1,只,2211,2211,上海久袁,2025.11.20
2,70°防火阀FD,FD,1600*800,0,2,只,2353,4706,上海久袁,2025.11.20
3,70°防火阀FD,FD,1600*630,0,1,只,2107,2107,上海久袁,2025.11.20
4,70°防火阀FD,FD,1000*1200,0,2,只,2671,5342,上海久袁,2025.11.20
5,70°防火阀FD,FD,1000*1000,0,8,只,1975,15800,上海久袁,2025.11.20
6,70°防火阀FD,FD,1000*630,0,3,只,1364,4092,上海久袁,2025.11.20
7,70°防火阀FD,FD,1000*500,0,1,只,1244,1244,上海久袁,2025.11.20
8,70°防火阀FD,FD,1000*400,0,1,只,1150,1150,上海久袁,2025.11.20
9,70°防火阀FD,FD,800*800,0,3,只,1355,4065,上海久袁,2025.11.20
10,70°防火阀FD,FD,800*500,0,5,只,1102,5510,上海久袁,2025.11.20
11,70°防火阀FD,FD,800*400,0,1,只,1019,1019,上海久袁,2025.11.20
12,70°防火阀FD,FD,630*630,0,7,只,1083,7581,上海久袁,2025.11.20
13,70°防火阀FD,FD,630*400,0,1,只,908,908,上海久袁,2025.11.20
14,70°防火阀FD,FD,630*320,0,8,只,848,6784,上海久袁,2025.11.20
15,70°防火阀FD,FD,630*250,0,2,只,794,1588,上海久袁,2025.11.20
